header,review,rating,name,location,date
Great way to teach money skills,"I love that we can finally teach our young ones a useful skill. Teach about money, spending and saving. Also about prioritizing needs and wants. A great app all around.",5,GABRIEL COSIO,United States,2022-05-01
Happy Black Momma,This app is so Awesome I love how I can track where my daughter is spending her money and how much. I also love how I can give her an Allowance and link my debit card to her acct. Makes it so much easie.,5,Latosha Harrison,United States,2022-05-01
Nice,It’s great for the kids,5,Racheal Torres,United States,2022-05-01
I like this app it's easy to transfer…,I like this app it's easy to transfer money and it add up right away if my kids need it..,5,Nita Nordin,United States,2022-05-01
The concept is nice,"The concept is nice, but it took a little getting used to because since things aren't user friendly. I still haven't figured out how to use the app for the child.",4,Kelly Dwight,United States,2022-04-30
Love it really a great app for the kids,,5,ARMSTRONG ACTION,United States,2022-04-30
Love this app,,5,Zenaida Guzman,United States,2022-04-30
Grear,I forgot my password,4,Jesica Greer,United States,2022-04-30
Great experience,,5,Nadia Sweeting,United States,2022-04-29
I have a small problem,It’s a great app but I’m having trouble receiving a gift on GoHenry,4,Tyler Farrington,United States,2022-04-29
It’s changed our lives,It’s changed our lives!The kids are so helpful and are excited to manage their pocket money.I also like how the kids willingly do math and calculate what they need.The saving feature has made our kids into miserly little penny pinchers and I love it.One day when I am old and grey I and living on my yachtI will thank go Henry for making my kids into tiny money managers.They will thank me for getting them this app.,5,Christina Ferreira,United States,2022-04-29
I love this app and card,,5,Aqueelah Dorsey,United States,2022-04-27
Its a great app to use recommended,,5,Zain Oliver,United States,2022-04-26
This is a great app to teach kids and teens the value of a dollar!!!,"This is a great app for parents to teach there kids about money, money management, and how to respect the dollar cause it can be hard to come by!!!",5,Brandon Smith,United States,2022-04-26
It is easy to manage,,5,Marcea Wright,United States,2022-04-26
Great for kids,Very well built helps kids learn how to handle money,5,Misty Williams,United States,2022-04-26
Love this,Love this. My son is 13 and this has been so perfect.He is out of state aswell and makes it so easy to keep track of his spending aswell as send him his allowance and extras. Love it,5,Angie Papineau,United States,2022-04-26
Loving this app,"Loving this app, my daughter is working very hard to earn money and grasping the concept of saving!!",5,The Spivey’s,United States,2022-04-25
Great card,"Great card, easy and very helpful for my little one to earn money and save.",5,Priscilla Hernandez,United States,2022-04-24
Don't try closing your goHenry account...,"We tried to close our account with goHenry. With three kids, the 3.99/month are just too much compared to offers from real banks.We've been waiting for a refund for months now, with ridiculous excuses from goHenry, action-avoiding ping pong between their various departments, etc. - the full program of someone who seems to need stalling.Two examples of the un-professionalism at work here:They owe us a low 4-digit $ amount and claim that since it's such a big amount it's very complicated and the banks need to negotiate...On top of that, they asked to send them - sensitive, obviously - banking information for the refund (which they already had) via email, as they can't accept that kind of information neither via mail nor phone nor chat...",1,Renee,United States,2022-04-24
Love it!,Love it!! And so does my daughter,4,Roseann Rivas,United States,2022-04-24
I love this spending card,I love this spending card. My son has learned some important spending habits and also the importance of budgeting his allowence.,5,Miltonette Albercrombie,United States,2022-04-24
It's nice.she likes to use it at places,,5,Kelly Zeiger,United States,2022-04-23
Extremely happy 🤗😁,I love the way I can have money on reserve and just send it to my granddaughter if she ever needs more than what she has at the time of purchase.💓💕💗,5,Grace Velasquez,United States,2022-04-23
Amazing,The app is amazing and perfect for my nephew 10 out of 10,5,Kevo Kartel,United States,2022-04-23
Mama yayalee…,My kids really enjoy watching there money grow as they help out around the house,4,Naylee Cook,United States,2022-04-23
Everything works with Gohenry until you…,"Everything works with Gohenry until you have a problem.I am West Coast US & it is totally impossible to get hold of anyone at GoHenry.Multiple emails have been unanswered (including an urgent potential fraud issue which remains unanswered but luckily got resolved by itself).There does not seem to be any way for a West Coast person to contact GoHenry at reasonable non-office times.One of the email addresses on the website is not in fact an email address.Apart from the fact that the card works and there seem to be lots of customers, the whole thing appears very scammy.Please contact me.I need to talk to GoHenry",1,Julian Lewis,United Kingdom,2022-04-22
